Date,Name,Review,Rating
a year ago,Peter Giannopoulos,Exceptionally friendly and caring staff. Best Vet experience ever., 5 stars 
a year ago,Virginie La Salle,, 5 stars 
a year ago,Genevieve Fortin-blanchard,, 5 stars 
a year ago,Gabriel Chamberlain,Comprehensive veterinary care for exotic birds of all sizes, 4 stars 
a year ago,Adhikary And Associates,, 5 stars 
a year ago,Fable,"There are some very good things and some very bad things about this hospital.

First, the good: the team is clearly very competent, and you can tell that everyone really cares about the animals. They're flexible (open hours stretch past …", 4 stars 
a year ago,Melissa Charbonneau,"(Translated by Google) The best doctors for small animals in Montreal after two years never disappointed my babies have always had good care.
Great technician who shows how to administer drugs if needed.
Appointment to day.
Staff who know …", 5 stars 
a year ago,Quoc viet Tran,"(Translated by Google) my bird dies coming out of this hospital yet I have to pay over 400 dollards

(Original)
mon  oiseau meurt  en sortant de cet hopital pourtant je dois payer plus de 400 dollards", 1 star 
a year ago,David Pittaro,Thank you for all the care and support when we had to put our hedgehog down., 5 stars 
a year ago,Pat Sag,"(Translated by Google) Excellent service.

(Original)
Excellent service.", 5 stars 
a year ago,LA Rey,"Great place to bring your pets. Front staff and medical staff are all professional, tentative and polite. They know their stuff.

Special thanks to Doctor Henry for her support.

They have a fund where people can donate, which goes towards …", 5 stars 
a year ago,David-André Coronel,"(Translated by Google) Very professional, they know what they are doing. Necessarily there is a price that goes with but for the very friendly welcome, and the smile of all the staff and especially for their expertise is worth it. At any …", 5 stars 
a year ago,Carolane Bilodeau,, 5 stars 
a year ago,Alexandra Armstrong Cossette,I love this clinic! The customer service is amazing and the vets are so nice and really care about the animals. They’re honest and friendly. Would give ten stars if I could, 5 stars 
a year ago,Alex Arias,, 5 stars 
a year ago,Mo Mo,"(Translated by Google) Very good experience during my appointment for my gecko. The veterinarian and veterinary technician were super sweet with him. 😁
I would stay there again without hesitation, if necessary. 😊😊

(Original)
Très bonne …", 5 stars 
a year ago,bélynda bédard,"(Translated by Google) Very nice experience, following the emergency consultation in Laval, you have detected the real problem for my bird! The costs are reasonable and take the time to see your pet and ask questions!

I thank dr.Henry! …", 5 stars 
a year ago,Antonin V,, 5 stars 
a year ago,Carl Vincent,"(Translated by Google) Wow unparalleled service. Full of wonderful advice for the health of my guinea pig. Very competent veterinarian. Several follow-ups afterwards to make sure that the health is good.

(Original)
Wow un service hors …", 5 stars 
a year ago,Yolaine Pepin,, 4 stars 
a year ago,Geneviève Douyon,Best place :), 5 stars 
a year ago,Samantha Powers,I've never had someone so helpful before. I called with questions and they were thoroughly answered!, 5 stars 
a year ago,Simon St-Hilaire,, 5 stars 
a year ago,Genevieve Blais,"(Translated by Google) I really like this clinic. I go there for a few years for my different exotic animals. They are super attentive, no matter which vet you fall on. I highly recommend!

(Original)
J’aime beaucoup cette clinique. J’y …", 5 stars 
a year ago,Kate Coull,I was very well taken care of! Everything was incredibly clean and the staff was very warm and welcoming!, 5 stars 
a year ago,Kathleen Green,I spent 400 for them to tell me they found nothing and to misdiagnose my rabbit. I'm glad I got a second opinion, 1 star 
a year ago,Ahmed Khalil Ben Ayed,, 4 stars 
a year ago,Lisandre Bujold-Dubuc,"(Translated by Google) The girl at the reception was very kind, she treats mice like pets just like a cat or a dog ❤🐭

(Original)
La fille à l'accueil était très gentille, elle traite vraiment les souris comme des animaux de compagnie au même titre qu'un chat ou un chien ❤🐭", 5 stars 
a year ago,Julie Lemay,"(Translated by Google) Best place for your birds. We know in advance that they will be super well treated, and all the staff are really friendly. The young receptionist, sorry, I do not know her name, is super cool, and always has a huge …", 5 stars 
2 years ago,Erick Gosselin,(Translated by Google) Very good service and reasonable price. They are very attentive and they took great care to explain in a vocabulary that everyone can understand how to take care of my little conure so that it is at the top of its …, 5 stars 
2 years ago,Arlene Maple,Took my conure here for a check up. Staff was extremely nice. The vet who checked her out was really knowledgeable and handled my bird very carefully!, 5 stars 
2 years ago,Greg Ruthman,, 5 stars 
2 years ago,Kris Woodside,"Lovely, supportive, and caring staff, providing excellent care.", 5 stars 
2 years ago,Gen,I had somewhat of a bird emergency today and called them to ask if I should bring my green cheek conure in. They were able to take care of my bird between 2 appointments within an hour of my call. She ate something she shouldn't have so …, 4 stars 
2 years ago,Simon Gannon,Great service and atmosphere, 5 stars 
2 years ago,Nia Krasteva,Amazing service and competent vets. Best herp and bird specialty clinique you'll find. The staff is very caring and go out of their way to help with anything. There are no stupid questions to them., 5 stars 
2 years ago,Émilie Fiset,"(Translated by Google) Our uromastyx geyri died prematurely due to the overactive care that I had specified to take the time to put it well before causing spawning.
I wanted to recover the eggs.
I was told that the eggs were probably dead …", 1 star 
2 years ago,C simon,"(Translated by Google) Always excellent service, attentive vet. The technicians are patient and showed me how to administer the medicine to my turtle.

(Original)
Toujours un excellent service, vétérinaire attentionné. Les techniciennes sont patientes et m'on montré comment administrer les médicaments à ma tortue.", 5 stars 
2 years ago,Rene Beaudoin,"(Translated by Google) Impeccable service very humane and honest

(Original)
Service impeccable très humain et honnête", 4 stars 
2 years ago,Sarah Martin-Zement,"(Translated by Google) Impeccable service I love going there😍 11/10

(Original)
Service impeccable j'adore y aller😍 11/10", 5 stars 
2 years ago,Elora Lucuix,"I went with my ferret there to get her checked for a bump on her head. It cost me 350$ in tests, to get told that the vet had no idea what was happening, and I then got lead on to believe that we might have to put her down if the bump they …", 1 star 
2 years ago,Monica Ruiz,Great hospital for tropical birds and others pets very hospitable good Doctor very gentle. Thank you very much., 5 stars 
2 years ago,Keum-Yeo Brochet,The staff is always friendly! We leave our pet bird there every time we travel and they take great care of her. It can be a bit pricey to get different services but totally worth the peace of mind of having a healthy pet !, 5 stars 
2 years ago,arian lebhne,"(Translated by Google) overload and double load on all, i was in charge of a fast, fast, double, and for a surgery, when they sterilize it and use it again, a scam

we charge you everything and sometimes double, I was charged a necklace. I …", 2 stars 
2 years ago,PROJECTO TAKESHI / TAKESHI PROJECT,"if you have an exotic bird or a rodent this is the best veterinary in MTL that you can take them to. The staff is extremely polite and professional, willing to accomodate appointment very late in the evening sometimes even after their …", 5 stars 
2 years ago,Lukas Knecht,"Hey,
I couldn't find the FB page, so I came here to write a nice review for the team here. Thank you for the heart warming letter it was really kind of everybody there to do so. I've not  seen this kind of generosity many times in my life, …", 5 stars 
2 years ago,Gogodavod69,"(Translated by Google) A very professional veterinarian. The staff is really friendly. The cost reflects the service offered.

(Original)
Une vétérinaire très professionnelle. Le staff est vraiment amical. Le coût reflet le service offert.", 5 stars 
2 years ago,Ada McVean,, 5 stars 
2 years ago,Glen Thorsteinson,I wouldn't want to trust my bird to anyone else in Montreal. Wonderful staff and very knowledgeable., 5 stars 
2 years ago,Suzan Chrétien,, 3 stars 
2 years ago,Louis-Philippe Leroux,, 4 stars 
2 years ago,Perry Sar,Caring doctors for your ailing bird in a warm atmosphere... plus they can  birdsit your pet when you leave for vacation, 5 stars 
2 years ago,Claudia D,"I’ve been going here for a few years now for my bunny. The staff has always been kind, and I’m especially pleased with Dr. Brieger. He clearly cares a great deal about his furry patients, and is excellent at explaining things as he goes …", 5 stars 
2 years ago,Michel Matte,, 2 stars 
2 years ago,XxAngelxX El,"(Translated by Google) This place is the best for exotic animals. We were impressed with the professionalism of the Personelle. We recommend this vet !!!

(Original)
Cette endroie est le meilleur pour les animaux exotique. Nous avons été impressionner du professionnalisme du Personelle. Nous recommandons ce vétérinaire!!!", 5 stars 
2 years ago,Amanda Ly,Staff is very welcoming and the vets are knowledgeable. I highly recommend dr. Brieger if you have rodents., 5 stars 
2 years ago,Kasra Mehregan,, 4 stars 
2 years ago,Milton Raposo,Friendly staff who love animals and passion to take care of you pets. Good place to go if you got Ferret., 5 stars 
2 years ago,Pauly Hoggs,A few years ago they killed my pet by giving them too strong anesthesia and sedation.  They didnt even give me a discount so it cost me a thousand dollars to lose my friend. I didnt write a review back then but now a few weeks ago I heard …, 1 star 
2 years ago,Marie-Pier Marceau,, 5 stars 
2 years ago,Oren Elharrar,The best!!!, 5 stars 
2 years ago,Desiree Till,"The experts for mice, rats, guinea pigs, birds, bunnies etc. They really care for your pets when you go on vacation and you need a place for them to stay. It's also a clinic where they do all the surgeries. When our bunnies died, they sent us a condolence card...will recommend them highly!", 5 stars 
2 years ago,Gabriela Aparicio,Excellent attention, 4 stars 
2 years ago,Geneviève Gareau,"(Translated by Google) The workers are really conscientious of the well-being of our animals and it shows. I have rarely been able to cross paths with the same vet for my animal follow-ups (every time I had a case or an exam, it was someone …", 4 stars 
2 years ago,PriscillaT100,, 4 stars 
2 years ago,Marie-Élaine Barbeau,"(Translated by Google) Very good service! Extraordinary team!

(Original)
Très bon service ! Équipe extraordinaires!", 5 stars 
2 years ago,Isabelle Leduc,, 5 stars 
2 years ago,Maripière Lavoie,"(Translated by Google) Competent and empathetic staff, bilingual. The place is very clean.

(Original)
Personnel compétent et empathique, bilingue. L'endroit est très propre.", 5 stars 
2 years ago,Shelley-Anne Davis,, 4 stars 
2 years ago,Vincent Limoges,, 4 stars 
2 years ago,Mario I,, 5 stars 
2 years ago,jake marks,They really care about every animal that comes through their doors, 5 stars 
2 years ago,Samira Moumne,, 5 stars 
2 years ago,Alex Bilodeau,"(Translated by Google) Great !!! The person who took care of my bunny was very nice to me and my little Pépita. She answered ALL of our questions and took all of her time. Great clinic !!!!

(Original)
Super !!! La personne qui s' est …", 5 stars 
2 years ago,Stephen Novak,Good vets ask God Sophie or magalie, 4 stars 
2 years ago,Delph A.,, 5 stars 
2 years ago,Timothé Héon,, 1 star 
2 years ago,Stéphanie Bossé,They took such good care of my bunny. They did a very good job with him., 5 stars 
2 years ago,Keith Robinson,Super knowledgeable and thorough vets here., 5 stars 
2 years ago,liza-marie cote,, 5 stars 
2 years ago,Edward de Langen,"They've taken excellent care of my box turtle every time I've visited. They take the time to listen, analyze and explain everything. Having exotic pets is not cheap and this place is no exception but they are not pushy for expensive tests.", 5 stars 
2 years ago,Sandrine Marquis,"(Translated by Google) Excellent service with Dr Brieger, Dre Henri-guyot, etc.

(Original)
Excellent  service avec Dr Brieger, Dre Henri-guyot, etc", 4 stars 
2 years ago,Yauhen Rozin,If you have a bird this place is for you. Excellent doctors and friendly stuff that really love animals., 5 stars 
2 years ago,Katya Whyte,, 5 stars 
2 years ago,Charlie Dumais,"I would suggest that you don't go there if you have an emergency and that your bird is badly hurt. Okay for routine appointments staff is really kind. However, the vet didn't take the right precautions for my injured bird who's beak was …", 2 stars 
2 years ago,Dulces de Yahweh Dios,"(Translated by Google) I went with my Leo rabbit who stopped eating and drinking water and then the other day he is fine now everything is ok ... Thank you very much !! 😊

(Original)
Je suis allée avec mon lapin Leo qui a arrêté de manger …", 5 stars 
2 years ago,Fruit My Shirt,, 2 stars 
2 years ago,Rachel Brestansky,"Friendly staff that really loves the animals they treat. If you are looking for a place to take your parrot, look no further.", 5 stars 
2 years ago,Mannavy You,Brought my 2 lovebirds for a general check up and wings trimming. They were checked by Dr. Trudeau who handled them with so much care and professionalism. It’s great to see a vet who is really passionate about animals!, 5 stars 
2 years ago,Hugo Drolet,, 5 stars 
2 years ago,Camilla Monk,, 5 stars 
2 years ago,Francis Talbot,, 5 stars 
3 years ago,Amanda Ghandhi,, 5 stars 
3 years ago,Luc Bardou,"(Translated by Google) Bad experience. Rabbit brought after for tooth treatment, the veterinarian deems it unnecessary. A few weeks later, the rabbit has an abscess in the tongue due to the teeth. The veterinarian offers treatment for …", 1 star 
3 years ago,Al Cafacci,, 5 stars 
3 years ago,SynisterCinnamon,, 3 stars 
3 years ago,Martin Rouge,Excellent care for your small friends!, 5 stars 
3 years ago,eddaoo,"Been going there for many years with our rabbit, always good service", 5 stars 
