Date,Name,Review,Rating
9 months ago,Cloé Lacasse Pruneau,, 5 stars 
9 months ago,Dominique Poitras,"(Translated by Google) Superb clinic! The veterinarians and technicians have demonstrated a lot of empathy, flexibility and openness. They answered all of our questions and took care of our chat in a dedicated manner. I highly recommend. …", 5 stars 
9 months ago,Mylene St-Pierre,"(Translated by Google) Hello Madame Hénault
I am writing to you this morning to express my gratitude to you. Yesterday, my beautiful Elina was completely upset when she saw her Antoinette not wanting to swallow anything and completely …", 5 stars 
10 months ago,Monique Otis,"(Translated by Google) The availability of the team, the time taken to explain the care required and the joy of finding my animal in good shape! Thank you.

(Original)
La disponibilité de l’équipe, le temps pris pour m’expliquer les soins requis et la joie de retrouver mon animal en forme! Merci.", 5 stars 
10 months ago,kurt64,"Dr V and the team are simply the best. Boundless love for animals, patient and helpful. I feel lucky to be able to bring my four-footed loved ones to this place.", 5 stars 
10 months ago,Andrea Coccia,My first appointment I waited for almost 45 minutes to see the vet. People walked by and saw me but no one came to tell me what was going on. They also kept my cat carrier when I dropped off my cat and the outside smelt of piss when I got …, 2 stars 
10 months ago,Sonia,"Dr. Bisson is a true gem and encyclopedia of veterinary knowledge. She is gentle, compassionate, and patient with me and my animals. Always takes the time to fully explain everything and answers all of my questions to my satisfaction. She treats my dog as if it were her own. Thanks so much again — highly recommend!", 5 stars 
10 months ago,Marie Dubois,, 5 stars 
10 months ago,Sophie Verville,, 1 star 
10 months ago,Kn Tc,Great team!, 5 stars 
10 months ago,André Villeneuve,"(Translated by Google) If it were possible to assign 10 stars we would do so. What a wonderful team: professional, attentive, kind, always in a good mood. Our Labrador received the best care until its last day. A big thank you to the whole …", 5 stars 
11 months ago,Andrea De Mori,"(Translated by Google) Veterinarian passionate about the profession. Lots of empathy and professionalism, very available and flexible. Dedicated team, excellent service! Thank you!

(Original)
Vétérinaire passionné par le métier.  Beaucoup …", 5 stars 
11 months ago,Misha Jackson,"The team at Passionimo took great care of our cat, Nico. They were responsive and offered all of the information we needed to make our decision. We ultimately had to put him down, which was heartbreaking but the Vet and staff helped with …", 5 stars 
11 months ago,Loïc Boissonneault,"(Translated by Google) Great hospital, worth it, great service, best hospital I have ever seen, they love animals

(Original)
Super hôpital, vaut la peine, beau service, meilleur hôpital que j’ai jamais vue, ils aiment les animaux", 5 stars 
11 months ago,Helene Lapierre,, 1 star 
11 months ago,Samuel Paquin,, 1 star 
11 months ago,David Gill,"(Translated by Google) Excellent service, the staff are welcoming and professional. I was very well advised for the adoption and maintenance of a cat.

(Original)
Excellent service, le personnel est accueillant et professionnel. On m'a très bien conseillé pour l'adoption et l'entretien d'un chat.", 5 stars 
11 months ago,Milan Gruskovnjak,I have brought my dog to this clinic. And I loved their service. They know how to handle them. My dog is very nervous by nature. And they knew exactly how to make him feel loved and calm. I would recommend them to anyone. Great service. Amazing staff. ! Thank you again., 5 stars 
11 months ago,Zvonka Brin,It is clear that the vets and techs at this hospital love their jobs and are passionate about animals. I trust this team above and beyond., 5 stars 
11 months ago,Ðawnstar,"(Translated by Google) Dedicated, competent, passionate team! Well done!

(Original)
Équipe dévouée, competente, passionnée! Bravo!", 5 stars 
11 months ago,lorne meyers,This hospital is so caring for animals! It is their priority!! I couldn’t be happier when I bring my two dogs. I know they are always well taken care of., 5 stars 
11 months ago,Debbie Pechousek,, 5 stars 
11 months ago,Olivier Larrivée,, 5 stars 
a year ago,Vivian Chen,Would not recommend. they've definitely changed since the last time I've gone here 2 years ago.. avoid if possible., 1 star 
a year ago,H. Chen,"Bad experience. They charge unnecessary fees such as 60 dollar to get your medication faxed to a nearby pharmacist... which virtually costs nothing to do. Given that COVID-19 situation, I thought they would understand since the pharmacist can do medication delivery and the vet appointment was over the phone anyway.", 1 star 
a year ago,Leah Miltons,"I came here because my dog was pregnant, they didn't help me through the process at all, they gave me an article on what to do when the mom is giving birth but no help after that. They didn't inform me that i'd have to come back within 48 …", 2 stars 
a year ago,Christine Joly,, 5 stars 
a year ago,Evolving,"(Translated by Google) I work at the Montreal Veterinary Hospital and I can tell you that each of my colleagues is extremely dedicated to the well being of your animals. We have a superb team that supports each other!

(Original)
Je …", 5 stars 
a year ago,sheida z,"Dr. Lucie Henault Is an amazing doctor . She’s been our family’s vet for a long time and although I live in Toronto, when my dog was sick they gave me an appointment right away and I was so pleased with how professional all the staff were …", 5 stars 
a year ago,Kate Fakhry,, 5 stars 
a year ago,Cathia Lorman,, 5 stars 
a year ago,Marie-Claude Dupé,"(Translated by Google) Great service with a super friendly and dedicated team that is really passionate about animals! Thank you!

(Original)
Super service avec une équipe hyper sympathique et dévouée qui est vraiment passionnée par les animaux! Merci!", 5 stars 
a year ago,CaroLyne Heroux,"Very patient with my anxious dog!! I'll go back with no hesitations, they are real pearls!", 5 stars 
a year ago,Sarita Donaldson,"The staff here is great.  They are kind,  helpful and understanding. Dre Henault is amazing. She is an excellent vet,  and a caring and trustworthy person who goes the extra mile for her patients.", 5 stars 
a year ago,leggo my eggo,"(Translated by Google) Excellent service! The clinic is always clean, the staff is always welcoming and smiling and above all they take good care of the animals!

(Original)
Excellent service! La clinique est toujours propre, la staff est toujours accueillant et souriant et surtout ils prenent bien soins des animaux!", 5 stars 
a year ago,Vinchenzo,Great clinic with an excellent friendly service. Strongly recommended!, 5 stars 
a year ago,Marie Ly,Great clinic & great service!, 5 stars 
a year ago,Marie-Pier Cloutier,, 5 stars 
a year ago,Jacob Valérie,"(Translated by Google) Professional team, passionate and sensitive to the needs of animals. Technicians and veterinarians are always available to answer questions! I highly recommend this clinic for all the needs of your animals! …", 5 stars 
a year ago,Cesar Canaveral,"(Translated by Google) very nice and competent staff. I recommend if you value your pitous / kitties.

(Original)
Personnel très gentil et compétent. Je recommande si vous tenez à vos pitous/minous.", 5 stars 
a year ago,adriana giorgio,"Great staff! So gentle & kind to the animals.
Will always go out of their way for them!
Highly recommend. A+ service", 5 stars 
a year ago,Florence Leduc,"(Translated by Google) Dedicated, professional and human team. Each member of the team has a real love for animals and their parents. If you are looking for the best clinic in town, here it is!

(Original)
Équipe dévouée, professionnelle et …", 5 stars 
a year ago,Dylan Langdon,"Had an emergency right after I returned from vacation and was missing some information I required to renew my dog's prescription, they were patient and very helpful in finding all the necessary information to ensure I was able to get the prescription. They really went the extra mile for me and I'm so grateful", 5 stars 
a year ago,Mars Xu,, 5 stars 
a year ago,Alper Yilmaz,"Receptionist was very helpful and friendly. I had my first visit to the vet with my first pet, and it was a comfortable experience for me.", 5 stars 
a year ago,Valérie Prince,, 5 stars 
a year ago,F M,"(Translated by Google) Super service for over 5 years with our dog!
The team is very attentive and always available to help us even after opening hours.
5 stars!

(Original)
Super service depuis plus de 5 ans avec notre chien!
L'équipe est …", 5 stars 
a year ago,Francesco Mormina,"(Translated by Google) Super vets!

(Original)
Super vétérinaires !", 5 stars 
a year ago,Benoit Legault,, 5 stars 
a year ago,Linda Martin,, 5 stars 
a year ago,Val O,I love the staff ! They are so thoughtful and care about every patient!, 5 stars 
a year ago,Catherine D.T,"(Translated by Google) Thank you to Dr. Hénault and the whole team for being always so welcoming and patient with a dogmother overprotective and worried like me! If I have questions or need reassurance, I know I can count on them to contact …", 5 stars 
a year ago,Éléonore Meunier,"(Translated by Google) We called near the closure because our cat was not feeling well, and they were super nice to allow us to come that night. Everyone is in a good mood and super friendly despite the late hour, and our cat is well taken …", 5 stars 
a year ago,Rosaline Meunier,"(Translated by Google) We called tonight for our cat who was feeling sick. An hour later, we were at the clinic, even though it was supposed to be closed! The team is courteous, reassuring and attentive. We see that they have the happiness …", 5 stars 
a year ago,Erouleau6@gmail.com Éloïse,, 5 stars 
a year ago,Onelia Greatty,"(Translated by Google) Good attention

(Original)
Buena atención", 5 stars 
a year ago,Daphné Piché,, 5 stars 
a year ago,Kiashi Goldbeak,thank you!, 5 stars 
a year ago,Danny Sabri,, 5 stars 
a year ago,Kay Be,"(Translated by Google) Beautiful team!

(Original)
Belle équipe!", 5 stars 
a year ago,Marilou Baillargeon,"(Translated by Google) This is the second time I'm going to this place. Each time, I was very well received. The technicians are great, as well as the veterinarians I met. The focus is on the needs of the animal. Prices are realistic and …", 5 stars 
a year ago,Duda Gueiros,I trust them fully with my pups!, 5 stars 
a year ago,Nad B,, 5 stars 
a year ago,Adam Glay,Very nice people., 5 stars 
a year ago,Jennifer Burr,, 5 stars 
a year ago,Michael Bonte,, 5 stars 
a year ago,Pam Rojas,"Wonderful veterinary, very caring and loving staff! I recommend it 100% :)", 5 stars 
a year ago,Productions Hyperzoom,"(Translated by Google) Great service and Dr. Henault really great !!

(Original)
Super service et Dre Hénault vraiment géniale!!", 5 stars 
a year ago,Taymour Kabesh,, 5 stars 
a year ago,Carley Rapoport,Dr. Henault took us on emergency 10 minutes before closing. She and her whole team were very attentive and  welcoming. Treatment was rendered efficiently with clear explanations. I will be returning for sure!, 5 stars 
a year ago,Namaste Maosai,, 5 stars 
a year ago,Nicole Fortin,"(Translated by Google) What a beautiful clinic! Definitely animal lovers! And professionals!

(Original)
Quelle belle clinique! Définitivement des passionnés d'animaux! Et des professionnels!", 5 stars 
a year ago,Newsha Dehghani,"Don't waste your time here,  there are much better establishments to choose form!", 1 star 
a year ago,Marie-Linh Gastel,"Friendly service, my kitten always feels at ease. From what I have heard prices may be expensive compared to other places though.", 5 stars 
a year ago,Vicky Hébert,"Amazing to see how young passionate technicians become so intensely involved in their work.
Thank you for your commitment and dedication.
Great veterinarian hospital!", 5 stars 
a year ago,Nancy Hebert,The new aid tech and receptionist is really charming and very helpful!!, 5 stars 
a year ago,Sarah Hebert,I absolutely love this veterinary hospital!!!! The staff is so heartwarming and kind. They took great care of my cat when it was sick!! Now my cat is feeling so much better and is now back to his excited self!!! Thank you so much for saving my best friend., 5 stars 
a year ago,VALERIE MALLETTE,"Patient, hardworking employees", 5 stars 
a year ago,Alex Leroux,, 4 stars 
a year ago,Sara Soulard,, 5 stars 
a year ago,Isabella Vilhena,"After bad experiences in vet clinics around Montreal downtown, we found this clinic that is really a gem. Doctor Bisson loves what she does - she is patient, thoughtful and gave us all the detailed information we needed. The exams are more …", 5 stars 
a year ago,Juana de la luz,"(Translated by Google) As always impeccable

(Original)
Comme toujours impeccables", 5 stars 
a year ago,Venessa Meza,, 5 stars 
a year ago,Iulia Zalobinski,, 5 stars 
a year ago,Hanieh Hoseini,"(Translated by Google) Thank you very much for all you did!

(Original)
Merci beaucoup pour tous que vous avez fait !", 5 stars 
2 years ago,Yoel Hus,, 5 stars 
2 years ago,Aroh Wendelin,Great staff, 5 stars 
2 years ago,Laurence Vezina,"(Translated by Google) I adopted a puppy, I went to this hospital for my vaccines and they spent 1 hour with me to advise me and answer all my questions. I was happy because a puppy comes with a lot of responsibilities and questions. In …", 5 stars 
2 years ago,Marc Ghrayeb,"(Translated by Google) I called the same day because I was very worried about my cat. They agreed to stay open longer for me because I was stressed. Great service arrived there with a very dedicated team to my pet.

(Original)
J'ai appelé …", 5 stars 
2 years ago,Sami Merhi,Very warm welcome from the entire staff and excellent service., 5 stars 
2 years ago,Rabih Habib,"(Translated by Google) Very professional team. I strongly recommend this hospital!

(Original)
Équipe très professionnelle. Je conseille fortement cet hôpital!", 5 stars 
2 years ago,Monica De Sala,"(Translated by Google) So expensive!

(Original)
Tellement cher!", 2 stars 
2 years ago,Ariane F-T,"(Translated by Google) Superb home! Very friendly and professional team. They know how to put us at ease and clearly explain the different treatment options, all without pressure! I absolutely recommend this clinic.

(Original)
Superbe …", 5 stars 
2 years ago,Marie-Claude Bonneau,"(Translated by Google) Caring professionals.

(Original)
Des professionnels attentionnés.", 5 stars 
2 years ago,Ariane Alain,"(Translated by Google) The team is very welcoming and answers all my questions and concerns about my animals. Very good service!

(Original)
L'équipe est très accueillante et répond à toutes mes questions et inquiétudes par rapport à mes animaux. Très bon service!", 5 stars 
2 years ago,Samantha Walker,"You’re paying for the renovations and dog treats but not better service. Everything costs more, even outside labwork to the same lab as other vets. But the major problem is that every time I walk in to pick up my dog I’m told that they were …", 2 stars 
2 years ago,Layla Alami,"(Translated by Google) excellent team

(Original)
excellente équipe", 5 stars 
2 years ago,logans berry,"(Translated by Google) I would like to thank you for all the care given to our little lolly and your professionalism, availability and kindness. Lolly is doing very well after surgery. I thank you very much for your valuable advice and your …", 5 stars 
2 years ago,Patrick Lemieux,My Goldendoodle Zya is forever grateful for the love and care received.  So are we.  Thanks !, 5 stars 
2 years ago,cy montreal,"The staff and the doctors (Dr. Bisson) here are great BUT the prices for their services are outrageous.  There seems to be a ""Westmount"" tax on all the services.   The prices are a lot higher than other Passionimo clinics. For example, a …", 2 stars 
2 years ago,Stéphanie,"(Translated by Google) I definitely recommend. Unmatched service!

(Original)
Je recommande certainement. Service inégalé!", 5 stars 
2 years ago,Rachel Habib,, 5 stars 
2 years ago,Jean-François Ménard,, 5 stars 
2 years ago,Marjorie Hudon,"(Translated by Google) Superb clinic and outstanding service. A big thank you to the whole team!

(Original)
Superbe clinique et service hors pair. Un gros merci à toute l'équipe !", 5 stars 
2 years ago,Oscar Seb,Very nice place (with free parking space)  .friendly personels .special for  iranian people this clinuc is one of  the best, 5 stars 
2 years ago,Michelle Fauchon,"(Translated by Google) Excellent service, good listening, we take the time to explain the situation to us in order to make the right decisions.
Thanks to the whole team !!!

(Original)
Excellent service, belle écoute, on prend le temps de …", 5 stars 
2 years ago,Jean B,"(Translated by Google) Hello, I recommend this clinic. Dr. Hénault is a conscientious veterinarian, who takes the time to fully explain the instructions for the recovery of our little bitch family. She has a lot of empathy and she uses the …", 5 stars 
2 years ago,Cedrick Ratté,Very professional people and nice that can show their empathy in a hard time., 5 stars 
2 years ago,Stela Palici,"(Translated by Google) Very good services!

(Original)
Tres bonnes services!", 5 stars 
2 years ago,Sounita Coursol,"Best vet hospital ! All the vet , tech and receptionist listened to you . They make you really a part of a family, they lovvvvvvve animal", 5 stars 
2 years ago,Scott Ingram,"Great place with caring people.

I have just a gentle reminder to cat owners:
An FIV-infected cat can have a long and full life if spayed or neutered and allowed to live in a loving home.", 5 stars 
2 years ago,Chelsea Hanlon,Our Dog has quite a lot of health problems causing us some pretty frequent vet visits. The staff here is AMAZING. Our dog loves them. They have always taken the time to make sure we understand what’s going on with our dog and take our questions seriously. Would definitely recommend them!!!!, 5 stars 
2 years ago,Brandon Derzawetz,, 5 stars 
2 years ago,Justin E,, 5 stars 
2 years ago,Chloe Elkaim,, 5 stars 
2 years ago,guillaume dubois,, 5 stars 
2 years ago,Vanessa Lefort,, 5 stars 
2 years ago,Tonia Nardi,"We adopted our first dog in June. We visited the vet with our beagle and we were quickly  greeted with a warm welcome. The whole staff attended to us, made our anxious dog feel comfortable and answered all of our many, many questions. Our …", 5 stars 
2 years ago,Noémie Chassé,, 5 stars 
2 years ago,Emilie,, 5 stars 
2 years ago,Horst Wiedow,Great place with great employees!!, 5 stars 
2 years ago,Lara Lamoureux,"(Translated by Google) I know them personally and I am proud of them. They are exceptional people.

(Original)
Je les connais personnellement et j'en suis fière.  Ce sont des personnes exceptionnelles.", 5 stars 
2 years ago,Penny Wiedow,I had to bring my cat in for a check up and everyone was super nice! They really cared for my cat.  Thank-you!, 5 stars 
2 years ago,Laura Russell,"I have been bringing my pets here for several years and cannot imagine going anywhere else, especially as my pets age and have more medical problems. The Montreal Veterinary Hospital team is kind, compassionate and highly competent. I trust them completely.
Laura Russell", 5 stars 
2 years ago,Beatrice Capolla,, 5 stars 
2 years ago,Todor Minchev,, 5 stars 
2 years ago,Dylan Philpott,, 5 stars 
2 years ago,Audrey Vézina,"(Translated by Google) So happy to have visited you with my Zia !! She's fine now! Thanks to the whole team!

(Original)
Si heureuse de vous avoir visité avec ma Zia!! Elle va bien maintenant! Merci àtoute l’équipe!", 5 stars 
2 years ago,Marie-Chantal Menard,"(Translated by Google) So satisfied with the services rendered !! You were so nice!

(Original)
Tellement satisfaite des services rendus!! Vous avez été si gentil!", 5 stars 
2 years ago,konstantin todorov,, 5 stars 
2 years ago,D Minch,"I went to the clinic this summer for the parasite prevention of my Weimaraner and the staff was very welcoming and professional. The vet was very competent and made a thorough exam of my dog, asking all kinds of questions in order to decide …", 5 stars 
2 years ago,Josée Charlebois,, 5 stars 
2 years ago,Tina S,, 5 stars 
2 years ago,Natalia anime,, 5 stars 
2 years ago,Ji Lan Piché-Hétu,, 5 stars 
2 years ago,Antoni Romagnino,, 5 stars 
2 years ago,Lucie Henault,"(Translated by Google) The small team with a big heart

(Original)
La petite équipe au grand coeur", 5 stars 
2 years ago,Julie Belanger,"(Translated by Google) Excellent veterinary team! My puppy was seriously ill, the clinic was closing and they took the time to see us and treat him. They follow up with care and are all very attentive to our animals (and us too)! Thank you …", 5 stars 
2 years ago,Tiffany Gamelin,"(Translated by Google) Very good clinic with warm and competent staff!

(Original)
Très bonne clinique avec du personnel chaleureux et compétent!", 5 stars 
2 years ago,Boissonneault Guillaume,"(Translated by Google) Incredibly good service

(Original)
Incroyablement bon service", 5 stars 
2 years ago,claude-antoine romagnino,"(Translated by Google) Latte loved his visit!

(Original)
Latte a adoré sa visite !", 5 stars 
2 years ago,laya boissonneault,"(Translated by Google) Thanks to Dr Lucie Henault and her great team. Everyone works there for the right reasons: love of animals. 😍

(Original)
Merci a Dre Lucie henault et sa super équipe.  Tout le monde travaille la pour les bonnes raisons soit l'amour des animaux. 😍", 5 stars 
2 years ago,mysa payeur,"(Translated by Google) It's worth the detour. I go there whenever I can even to buy food for my animals. The receptionists are fine, bring the big bags to the car and recognize me. I have always felt welcome. The vets take the time to …", 5 stars 
2 years ago,Martin Veillette,"(Translated by Google) The service is impeccable. Courteous and attentive staff. Clean place. I would recommend to all my friends.

(Original)
Le service est impeccable.  Personnel courtois et attentif.  Endroit propre.  Je recommanderais à tous mes amis.", 5 stars 
2 years ago,Peach CM,, 5 stars 
2 years ago,Cassandra Carignan,, 5 stars 
2 years ago,Élise Lavallée,"(Translated by Google) Very welcoming and professional team. I adopted my cat there. Thank you!

(Original)
Équipe très accueillante et professionnelle. J'y ai adopté mon chat. Merci!", 5 stars 
2 years ago,Geneviève Bisson,, 5 stars 
2 years ago,Amanda Brin,, 5 stars 
2 years ago,Marylou Trahan,"(Translated by Google) A great team that will do everything for the well-being of your animal !!! :)

(Original)
Une équipe super qui fera tout pour le bien-etre de votre animal!!! :)", 5 stars 
2 years ago,Jean Boissonneault,"(Translated by Google) They took the time to explain the care required and to offer me a cheaper alternative than elsewhere, thank you little team, Isis is doing much better.

(Original)
On a pris le temps de m'expliquer les soins requis et …", 5 stars 
2 years ago,Charles Degrandpre,"(Translated by Google) Great. Thank you for everything. Nice welcome. We took the time to explain everything to me.

(Original)
Super. Merci pour tout.  Bel accueil.  On a pris le temps de tout m'expliquer.", 5 stars 
2 years ago,Hugo Lapointe,, 5 stars 
2 years ago,Arash Tahmassebipour,"I've been taking my cat here for a few years now, have always gotten A+ service and care. Everyone in the staff is very helpful, and I trust the vets. I brought my rabbit for the first time recently and it went great!", 5 stars 
2 years ago,Sophie Blanchard,"(Translated by Google) Always satisfied with the services of Lucie Hénault and her team! Thank you so much!

(Original)
Toujours satisfaite des services de Lucie Hénault et de son équipe! Merci beaucoup!", 5 stars 
2 years ago,Andre Jr. Landry,"(Translated by Google) Courteous welcome, professional service. Lots of empathy for animals and even their owners.

(Original)
Accueil courtois , service professionnel. Beaucoup d'empathie pour les animaux et même pour leurs propriétaires.", 5 stars 
2 years ago,Genevieve Lavallee,"(Translated by Google) I felt understood. Thank you for taking the time.

(Original)
Je me suis sentie comprise.  Merci d’avoir pris le temps.", 5 stars 
2 years ago,Yanick Degrandpre,Excellent service. I have been to other places before but they clearly are in a class of their own., 5 stars 
2 years ago,Sophie Henault,"(Translated by Google) Thanks for taking me in for a consultation even though you had to stay later. Great service. Super clean

(Original)
Merci de m’avoir pris en consultation même si vous avez du rester plus tard.  Super service.  Super propre", 5 stars 
2 years ago,Dom Bouuuchard,, 5 stars 
2 years ago,Nathalie Martel,"(Translated by Google) Very good service and beautiful place !!

(Original)
Très bon service et bel endroit !!", 5 stars 
2 years ago,Patrick Lefebvre,, 3 stars 
2 years ago,Ralitsa Mincheva,, 5 stars 
2 years ago,Christian Boissonneault,"(Translated by Google) I know how hard this whole team works for animals and for their owners. Veterinary medicine is their passion. This is really the small team with a big heart

(Original)
Je sais combien toute cette équipe travaille …", 5 stars 
2 years ago,Nathalie Dummar,"************BE CAREFUL************

Will never take my dog there anymore. Was suggested to give her doses of Nextguard and heartworms after making sure with the vet over FIVE times that no allergic reactions can result because i know my dog …", 1 star 
2 years ago,Andre Morissette,"(Translated by Google) A1 service, very professional

(Original)
Service A1, très professionnel", 5 stars 
2 years ago,Adam Brenner,, 5 stars 
